echo_duration_ms,signal_amplitude,distance_cm,distance_delta,angular_velocity,echo_count,noise_ratio,doppler_shift_hz,object_class,object_name,is_moving
5.7232,0.3863,97.89,54.4938,2.7685,5,0.1214,-3.0765,0,Fish School,1
3.7419,0.61,64.19,27.8561,0.0098,4,0.1553,0.1014,3,Diver,0
8.0137,0.5912,137.98,13.1427,0.0339,1,0.0745,-0.1747,2,Submarine,0
10.8719,0.5283,186.56,9.0089,0.0209,1,0.0788,-0.117,2,Submarine,0
5.3384,0.4949,91.59,16.5717,4.1365,3,0.1153,4.4728,5,Marine Mammal,1
6.1726,0.4322,106.29,22.3417,2.4701,3,0.0557,-3.1773,5,Marine Mammal,1
5.2731,0.4001,90.47,-34.6249,2.2067,2,0.1207,2.4873,5,Marine Mammal,1
2.3235,0.4589,39.64,-24.4602,0.0125,4,0.1213,-0.1854,4,Debris,0
7.0107,0.3448,119.77,65.5451,0.0103,4,0.1247,-0.0742,3,Diver,0
4.8266,0.7717,83.59,23.5175,0.0174,1,0.0222,0.0486,1,Rock/Reef,0
8.3107,0.3727,142.86,85.6294,2.6479,4,0.0834,3.0611,0,Fish School,1
7.8782,0.637,135.17,6.8246,0.0152,1,0.0657,-0.1278,1,Rock/Reef,0
8.9317,0.6274,152.89,-30.578,0.0441,1,0.0816,0.0336,2,Submarine,0
3.3993,0.7015,57.9,-32.2189,0.0364,1,0.0569,-0.2139,1,Rock/Reef,0
4.1956,0.7609,71.93,-51.9174,2.6122,1,0.0729,2.5778,2,Submarine,1
1.9628,0.6782,34.05,17.1079,0.0231,2,0.1205,0.0239,3,Diver,0
3.2235,0.7085,55.29,-65.7697,4.8718,2,0.1288,-5.8602,5,Marine Mammal,1
8.1561,0.4621,140.07,-59.198,0.0168,1,0.068,-0.1232,1,Rock/Reef,0
6.7196,0.3888,115.1,59.7665,0.9299,8,0.1999,0.9508,4,Debris,1
4.6911,0.4142,79.7,48.2241,1.0008,5,0.1203,-1.422,0,Fish School,1
7.7767,0.6145,133.36,18.8457,6.0461,1,0.0464,7.263,2,Submarine,1
11.5417,0.488,197.71,24.7191,2.979,1,0.0674,-3.5849,2,Submarine,1
3.5006,0.6252,59.73,-24.7889,3.5745,3,0.0844,4.3211,5,Marine Mammal,1
3.2643,0.4344,55.49,-53.4139,0.004,3,0.1379,0.1544,3,Diver,0
3.8253,0.2208,65.75,22.6405,0.0169,6,0.2715,0.0375,4,Debris,0
3.1045,0.5226,54.5,-13.3031,2.614,3,0.083,3.0248,5,Marine Mammal,1
2.5831,0.4123,44.22,-81.4905,1.5221,5,0.1821,1.7547,0,Fish School,1
5.7316,0.3518,98.23,35.4025,0.0471,5,0.1603,-0.0293,0,Fish School,0
9.0011,0.5182,153.78,67.9741,0.0205,1,0.0657,0.0483,1,Rock/Reef,0
7.3027,0.4239,125.2,6.2212,3.6508,2,0.0751,4.2281,5,Marine Mammal,1
6.135,0.2605,105.53,-44.318,0.7689,5,0.1431,-0.7601,0,Fish School,1
4.0243,0.5756,69.26,15.4498,0.0053,2,0.1086,0.1574,5,Marine Mammal,0
6.2127,0.227,106.47,81.425,1.0227,3,0.2107,0.9861,4,Debris,1
4.905,0.3279,83.65,17.1654,2.8312,3,0.1151,-3.6062,0,Fish School,1
6.1248,0.7047,104.7,10.2417,0.0245,1,0.0559,0.0561,1,Rock/Reef,0
4.9971,0.3772,85.69,26.6687,2.6433,4,0.1724,2.9908,0,Fish School,1
8.3847,0.242,143.66,14.7017,0.0152,7,0.1147,0.0711,0,Fish School,0
4.9389,0.4645,85.02,-59.3687,0.0198,6,0.1962,-0.1054,4,Debris,0
2.4803,0.1976,41.95,5.1384,2.8629,7,0.1445,3.5451,0,Fish School,1
0.8605,0.4117,15.02,-55.7948,0.0024,3,0.1777,-0.0101,3,Diver,0
9.0056,0.6101,155.65,27.8242,0.0181,1,0.0325,0.2467,1,Rock/Reef,0
7.3387,0.1836,126.07,-16.876,2.2179,5,0.1381,2.9824,0,Fish School,1
8.3456,0.2485,142.41,6.3327,0.6329,6,0.2554,-0.7246,4,Debris,1
10.5774,0.5148,181.26,43.4944,5.4029,1,0.0423,-6.1757,2,Submarine,1
8.5856,0.2642,147.83,103.5789,0.5003,3,0.1922,0.6988,0,Fish School,1
7.1312,0.1824,122.25,-24.4551,0.6571,7,0.0848,-0.9469,0,Fish School,1
6.647,0.2825,114.1,22.7454,0.0914,7,0.1272,0.0434,0,Fish School,0
4.7457,0.7624,81.09,-35.842,0.0324,1,0.063,0.0242,2,Submarine,0
5.9284,0.3061,100.63,47.0004,0.4434,3,0.171,-0.6509,3,Diver,1
7.0519,0.6099,121.13,-21.8299,2.789,1,0.0659,-2.9326,2,Submarine,1
5.9995,0.3781,103.33,-4.6798,0.0009,4,0.1403,0.3055,3,Diver,0
1.8987,0.3078,33.07,-85.2685,0.0554,6,0.2651,-0.2331,4,Debris,0
3.4772,0.5406,59.65,-64.2461,0.0015,2,0.1379,-0.1015,3,Diver,0
2.5499,0.4931,43.63,-77.0994,2.8559,7,0.1544,3.2488,0,Fish School,1
6.7093,0.2601,114.49,70.754,1.6176,3,0.174,2.1091,0,Fish School,1
7.9367,0.5688,135.93,29.9946,0.0074,1,0.0217,-0.0065,1,Rock/Reef,0
2.6967,0.2695,46.15,-10.0235,2.3827,7,0.1949,-3.0267,0,Fish School,1
3.8353,0.7549,65.54,-44.4281,0.0157,1,0.0623,-0.0061,1,Rock/Reef,0
2.8726,0.4219,49.7,27.7388,1.4515,3,0.1051,-1.4952,3,Diver,1
5.3868,0.7345,92.38,7.2617,2.3256,1,0.0326,2.7618,2,Submarine,1
7.0204,0.5322,120.7,2.5689,0.0421,1,0.0422,0.1343,1,Rock/Reef,0
8.0904,0.5105,138.1,57.1072,0.0213,1,0.0662,-0.0847,1,Rock/Reef,0
4.4702,0.6207,75.56,-109.1687,0.0226,1,0.0355,0.2171,1,Rock/Reef,0
3.0195,0.3656,51.75,7.7123,1.0061,5,0.1598,1.0429,0,Fish School,1
9.7564,0.2722,166.71,24.2064,3.5023,2,0.0722,3.7456,5,Marine Mammal,1
5.8338,0.6006,99.92,-17.1153,0.0597,1,0.0392,0.1732,1,Rock/Reef,0
2.6982,0.7091,46.85,0.632,1.8073,3,0.0495,-2.392,5,Marine Mammal,1
2.7095,0.4427,46.0,0.8917,1.4726,3,0.093,-1.5654,5,Marine Mammal,1
10.8292,0.5259,185.52,6.857,5.7678,1,0.0718,-7.1235,2,Submarine,1
4.3141,0.4174,74.92,-30.3644,0.4025,4,0.2852,-0.1433,4,Debris,1
5.7788,0.3286,99.27,-29.6851,1.6531,3,0.0926,-1.6776,3,Diver,1
6.9326,0.3161,118.27,96.5408,1.0794,3,0.17,1.6506,3,Diver,1
4.4406,0.7389,75.44,-6.0092,4.8564,1,0.0854,5.495,2,Submarine,1
9.0907,0.3199,156.41,24.546,0.6845,3,0.287,-0.7207,4,Debris,1
4.6042,0.4195,78.38,-68.0832,1.1782,4,0.1445,-1.5964,0,Fish School,1
6.8669,0.3579,117.37,40.9748,1.0033,4,0.1229,-1.2185,3,Diver,1
4.701,0.6814,80.22,28.5265,4.2225,1,0.0691,4.7572,2,Submarine,1
11.1891,0.5108,191.41,98.0565,6.6647,1,0.0248,-8.0819,2,Submarine,1
11.5951,0.4175,199.38,125.5554,0.0237,1,0.0597,-0.1032,1,Rock/Reef,0
5.8196,0.5281,99.91,19.0419,1.5404,3,0.0662,1.7785,3,Diver,1
3.9176,0.3298,67.53,35.2731,0.0013,4,0.2179,0.2714,4,Debris,0
4.4123,0.6731,75.31,-13.507,0.017,1,0.028,0.1323,1,Rock/Reef,0
8.3856,0.6114,143.5,-24.0514,3.8439,1,0.089,4.6453,2,Submarine,1
7.9621,0.6452,136.35,45.2957,5.8833,1,0.0274,-6.9052,2,Submarine,1
3.6727,0.8411,62.95,-3.0742,0.006,1,0.0865,-0.0076,2,Submarine,0
5.8384,0.6672,99.4,-73.9609,0.0044,1,0.0518,0.0281,1,Rock/Reef,0
7.9084,0.315,134.8,37.6484,0.0131,3,0.0819,0.0016,0,Fish School,0
2.4547,0.7861,42.51,-108.5987,4.1343,1,0.0398,5.0606,2,Submarine,1
6.3774,0.6688,109.03,49.4468,1.9787,1,0.0292,-2.4272,2,Submarine,1
7.5143,0.5639,129.52,26.0877,0.0417,1,0.0372,0.0925,1,Rock/Reef,0
4.0643,0.2283,69.69,-33.5154,0.037,7,0.1849,-0.1208,4,Debris,0
2.3203,0.3911,39.31,-38.4748,1.3568,4,0.1244,-2.1541,0,Fish School,1
6.5063,0.6803,111.98,-78.919,4.8971,1,0.07,-6.0525,2,Submarine,1
3.1184,0.267,53.65,25.5637,0.0192,5,0.2027,-0.0273,4,Debris,0
10.1761,0.4598,174.06,101.9048,1.4545,3,0.0605,1.6256,5,Marine Mammal,1
3.1128,0.515,53.34,-37.0174,0.0138,2,0.1013,-0.1111,3,Diver,0
8.2631,0.3871,141.52,74.8778,0.0199,8,0.2508,-0.1282,4,Debris,0
2.9194,0.494,50.21,15.7929,1.3177,2,0.0982,-1.6753,5,Marine Mammal,1
4.2735,0.4196,73.43,-0.443,0.0026,7,0.2017,0.0891,4,Debris,0
1.892,0.2422,32.88,-14.1376,0.0166,7,0.1003,-0.1109,0,Fish School,0
4.7684,0.2896,81.66,-66.0909,0.6621,6,0.1978,-0.9897,0,Fish School,1
11.0367,0.4975,188.7,13.6834,0.0168,1,0.0428,-0.0296,1,Rock/Reef,0
2.2172,0.8139,38.2,-17.3556,4.9679,2,0.0588,-6.0605,5,Marine Mammal,1
10.3028,0.3813,176.3,118.5239,0.0248,1,0.0479,0.0561,1,Rock/Reef,0
4.2807,0.5453,74.16,-32.2795,3.1319,2,0.0591,-3.6192,5,Marine Mammal,1
7.1271,0.431,122.33,73.8241,1.8812,3,0.1438,-2.0515,3,Diver,1
11.3529,0.4712,194.22,68.9747,0.0173,1,0.055,-0.0558,1,Rock/Reef,0
6.638,0.3726,113.92,-22.9188,1.0355,4,0.0916,1.6727,0,Fish School,1
4.5056,0.4011,77.14,-13.9312,0.937,4,0.1119,0.9257,0,Fish School,1
7.5202,0.3314,129.05,70.283,0.8228,3,0.128,-1.0224,0,Fish School,1
9.2527,0.4392,158.18,83.9543,4.65,3,0.0785,-5.6344,5,Marine Mammal,1
3.7862,0.7784,65.21,-110.6198,6.5025,1,0.0692,-7.5053,2,Submarine,1
1.4321,0.4783,24.3,-82.4388,0.0014,6,0.267,0.0739,4,Debris,0
4.2229,0.4429,72.66,-1.4292,2.2184,5,0.1124,2.8426,0,Fish School,1
8.5096,0.32,146.09,40.5036,0.6708,6,0.1538,-1.2821,4,Debris,1
5.0122,0.3748,85.7,55.6181,1.394,4,0.1758,-1.3749,3,Diver,1
5.937,0.4014,102.08,3.0342,0.0314,8,0.2615,0.0552,4,Debris,0
4.9673,0.3746,85.12,25.1654,0.0265,4,0.1518,-0.1814,3,Diver,0
1.8328,0.2902,31.59,-107.0055,1.4735,3,0.1214,-1.8081,0,Fish School,1
2.5393,0.3968,43.41,-53.5532,0.0194,2,0.0982,-0.1609,3,Diver,0
7.8836,0.2119,135.02,44.7027,0.0512,4,0.1573,-0.081,0,Fish School,0
8.9276,0.5622,152.94,17.7542,4.1217,1,0.073,-4.9354,2,Submarine,1
3.5462,0.5204,61.12,-42.0753,0.8484,2,0.1288,-1.2305,3,Diver,1
11.6335,0.5157,199.5,101.8542,0.0402,1,0.0598,0.2692,1,Rock/Reef,0
3.6963,0.2475,63.48,-76.6116,0.0315,3,0.2521,-0.2618,4,Debris,0
2.5981,0.4467,44.79,-89.9268,0.0296,3,0.2619,-0.1416,4,Debris,0
7.795,0.5437,133.98,27.8319,0.0193,1,0.0576,-0.0631,1,Rock/Reef,0
8.7982,0.6889,150.73,109.8314,0.0226,1,0.0277,-0.0303,2,Submarine,0
4.2956,0.397,73.64,28.1646,0.0004,5,0.1663,0.0126,4,Debris,0
5.2341,0.7373,90.13,-1.1496,6.1469,1,0.064,-7.6237,2,Submarine,1
3.0597,0.4977,51.83,-90.5898,0.0007,6,0.1603,0.287,4,Debris,0
2.8023,0.9068,48.26,-148.9215,0.0098,1,0.0436,0.2108,2,Submarine,0
3.3333,0.3503,56.43,-48.7802,2.6713,7,0.1558,-3.2462,0,Fish School,1
8.3083,0.2116,141.23,0.318,0.0201,5,0.136,-0.1984,4,Debris,0
5.0586,0.5593,86.15,-19.0996,0.826,2,0.1158,-1.1049,3,Diver,1
2.9957,0.7673,51.37,-3.5369,0.0183,1,0.0678,-0.2182,1,Rock/Reef,0
7.8678,0.2662,135.78,94.8815,1.1669,3,0.0813,1.2777,0,Fish School,1
11.2893,0.5217,193.0,-0.4097,0.0367,1,0.0453,-0.1325,2,Submarine,0
9.8967,0.5137,168.66,95.5694,0.0059,1,0.0685,0.0751,1,Rock/Reef,0
2.9314,0.2502,50.21,-71.4356,0.022,6,0.2732,0.0625,4,Debris,0
11.4734,0.4851,197.36,117.1705,3.4817,1,0.0239,3.7893,2,Submarine,1
8.7161,0.5788,149.24,75.8349,2.191,1,0.0765,-2.6129,2,Submarine,1
6.6189,0.5942,113.8,-55.3512,0.027,1,0.063,-0.069,1,Rock/Reef,0
5.0009,0.4633,85.41,44.2233,4.5224,2,0.042,-5.2517,5,Marine Mammal,1
5.4176,0.7727,92.8,-36.6017,0.0426,1,0.0608,0.1178,1,Rock/Reef,0
7.3954,0.363,127.14,49.309,1.9538,6,0.101,-2.2753,0,Fish School,1
8.0761,0.5727,138.41,1.2003,0.0075,1,0.0681,0.0302,1,Rock/Reef,0
3.8457,0.3971,66.47,23.7536,1.2574,5,0.0933,-1.3526,0,Fish School,1
5.0231,0.5488,86.35,-88.1351,3.0575,2,0.082,3.5221,5,Marine Mammal,1
1.7842,0.3223,30.63,-120.2796,0.0006,8,0.244,0.0594,4,Debris,0
3.3198,0.425,56.15,9.0611,2.4889,7,0.1211,2.5947,0,Fish School,1
7.8377,0.5721,134.36,14.0983,0.0466,1,0.0338,0.1221,1,Rock/Reef,0
4.1917,0.4776,71.66,31.7884,1.9861,3,0.1056,-2.0279,0,Fish School,1
9.2004,0.1341,157.97,103.017,0.0277,3,0.1863,0.0118,4,Debris,0
7.316,0.3585,125.51,-34.296,3.7433,3,0.0695,4.5482,5,Marine Mammal,1
1.9895,0.5389,34.37,-136.7398,3.8484,2,0.0455,4.2131,5,Marine Mammal,1
3.7739,0.3692,64.64,-21.6835,0.4142,4,0.2136,0.6017,4,Debris,1
5.2119,0.3734,89.06,27.9316,1.67,2,0.1467,-2.0513,3,Diver,1
10.764,0.5641,184.53,17.8191,4.9688,1,0.0595,6.2667,2,Submarine,1
7.1302,0.6348,122.67,-50.9503,2.4657,1,0.0335,-3.1593,2,Submarine,1
6.2337,0.4039,106.72,26.7183,2.2724,4,0.1999,-2.6525,0,Fish School,1
9.8786,0.5365,170.32,99.6491,0.0164,1,0.0612,-0.0098,1,Rock/Reef,0
9.7457,0.3204,167.29,97.2904,4.682,3,0.0788,5.9692,5,Marine Mammal,1
9.8437,0.5491,168.94,84.9866,4.4722,1,0.0811,-5.5859,2,Submarine,1
2.7398,0.4712,46.73,-5.9726,1.6575,4,0.1003,1.7819,3,Diver,1
8.5456,0.1655,146.71,17.6487,2.2998,3,0.0814,2.8589,0,Fish School,1
2.8162,0.5715,48.87,-50.2699,4.003,3,0.1047,4.4303,5,Marine Mammal,1
2.9979,0.8413,51.16,-71.2359,2.8139,1,0.047,-3.2991,2,Submarine,1
3.9377,0.4092,66.94,29.9315,0.3647,4,0.2909,-0.5273,4,Debris,1
5.6879,0.4201,97.71,-27.464,2.6113,3,0.1868,2.7906,0,Fish School,1
9.8109,0.5836,168.04,53.4852,0.0173,1,0.0417,0.028,1,Rock/Reef,0
5.3069,0.3226,90.74,27.6403,2.5375,4,0.1505,-3.2426,0,Fish School,1
10.9956,0.5066,188.73,116.7662,0.0253,1,0.0604,-0.1343,1,Rock/Reef,0
4.7968,0.6632,82.69,-68.0825,0.0163,1,0.0459,-0.0468,1,Rock/Reef,0
6.2258,0.2926,106.94,8.5646,1.0563,4,0.1937,1.3934,0,Fish School,1
3.1793,0.4353,54.87,12.3998,1.4551,6,0.1823,-1.5394,0,Fish School,1
8.1475,0.5844,139.63,-46.2316,4.7867,1,0.0743,5.4624,2,Submarine,1
9.0513,0.5778,154.88,69.8917,0.0428,1,0.0232,0.1238,1,Rock/Reef,0
1.8428,0.2336,30.84,-110.7273,2.776,6,0.0854,3.3739,0,Fish School,1
7.8149,0.5418,133.41,-7.637,0.0296,1,0.0658,0.0971,1,Rock/Reef,0
8.5963,0.2271,147.19,117.0182,2.404,6,0.1048,2.9122,0,Fish School,1
7.2831,0.3349,125.28,34.9579,0.8331,3,0.084,-1.3039,0,Fish School,1
5.6401,0.2986,97.06,-45.5653,0.0714,5,0.1466,-0.0976,4,Debris,0
2.3893,0.4462,40.58,-105.0334,0.0112,7,0.2732,0.297,4,Debris,0
2.7072,0.381,46.23,-80.3913,3.1517,3,0.0512,-3.904,5,Marine Mammal,1
4.2368,0.2997,72.45,29.0172,0.0082,3,0.1182,0.0103,0,Fish School,0
3.7922,0.1722,65.74,-83.9964,0.0091,7,0.2949,-0.2577,4,Debris,0
3.3214,0.3404,57.3,-87.398,0.2219,3,0.2856,-0.3195,4,Debris,1
1.4788,0.2948,25.5,-78.0063,0.0609,3,0.1762,-0.0018,4,Debris,0
6.4173,0.4129,110.45,80.205,0.03,3,0.072,-0.0665,3,Diver,0
8.5392,0.1745,146.33,-0.1709,0.9085,4,0.0888,-1.011,0,Fish School,1
7.7817,0.1715,133.54,67.1934,2.0892,3,0.1985,2.37,0,Fish School,1
11.5923,0.5215,198.88,17.0639,0.009,1,0.0581,0.0164,2,Submarine,0
8.4255,0.1081,144.95,67.8218,0.4589,4,0.1687,0.5908,4,Debris,1
7.6676,0.2828,131.75,-0.8273,2.9661,5,0.1648,-3.6718,0,Fish School,1
3.9904,0.5491,68.14,-57.0636,1.2436,3,0.1079,1.6695,5,Marine Mammal,1
6.1538,0.1622,105.61,-54.0124,0.0235,6,0.2335,-0.0493,4,Debris,0
6.3076,0.2575,108.38,38.6023,0.7728,5,0.102,-0.7624,0,Fish School,1
6.4673,0.6276,110.72,69.1539,5.0437,1,0.0864,-6.2477,2,Submarine,1
2.7012,0.4166,46.44,-26.0342,0.8578,5,0.1977,1.4437,0,Fish School,1
10.4139,0.5616,178.63,128.4227,6.5854,1,0.0833,7.8256,2,Submarine,1
1.9915,0.7417,34.11,-107.1083,3.2932,2,0.0746,-3.9625,5,Marine Mammal,1
1.0729,0.4545,18.48,-77.6598,0.0034,4,0.1456,0.1095,3,Diver,0
4.7367,0.3146,81.16,16.8451,0.6174,3,0.1083,-0.4974,0,Fish School,1
7.0248,0.687,120.34,54.192,0.0223,1,0.0637,0.1125,2,Submarine,0
7.151,0.7244,122.41,-69.3109,0.0172,1,0.0474,-0.1393,2,Submarine,0
4.7793,0.1903,81.71,-75.924,0.0478,6,0.1819,-0.1187,4,Debris,0
5.3587,0.4056,91.83,56.065,1.9896,7,0.1682,-2.4162,0,Fish School,1
5.2068,0.1719,89.05,-15.3336,0.0261,3,0.2236,0.2591,4,Debris,0
6.7767,0.5006,116.44,-45.2006,4.8593,3,0.0522,-5.9628,5,Marine Mammal,1
4.6531,0.4869,79.72,-20.9589,0.024,4,0.0973,0.0146,3,Diver,0
1.3388,0.481,23.04,-31.8216,0.0208,4,0.2139,0.0131,4,Debris,0
4.4943,0.2174,76.81,27.292,0.0009,5,0.1307,0.0229,0,Fish School,0
1.6939,0.3796,29.55,-44.6924,0.5626,4,0.1221,-0.736,3,Diver,1
6.7396,0.5913,115.76,-54.9217,0.0284,3,0.0514,-0.0272,5,Marine Mammal,0
1.6542,0.4931,28.15,-44.6987,0.0428,4,0.0615,-0.0119,3,Diver,0
3.6045,0.5238,61.54,27.7872,2.0187,3,0.1122,2.3814,5,Marine Mammal,1
3.5144,0.4984,60.48,-113.3542,4.4082,2,0.0905,-5.2319,5,Marine Mammal,1
2.6744,0.5315,45.64,-43.5078,0.8765,2,0.095,0.7912,3,Diver,1
4.3296,0.7352,73.75,-80.7412,0.0186,1,0.0317,0.1495,2,Submarine,0
6.8988,0.6354,119.03,27.2884,5.5389,1,0.0242,6.5318,2,Submarine,1
7.2754,0.4566,125.12,-21.8375,0.0109,4,0.2098,-0.0174,4,Debris,0
3.2037,0.717,54.74,-107.4239,0.0377,1,0.0307,0.1347,1,Rock/Reef,0
6.2889,0.5083,107.86,32.412,4.6884,2,0.0591,5.7421,5,Marine Mammal,1
4.2883,0.319,73.87,-8.6485,1.6637,5,0.0804,2.2795,0,Fish School,1
8.2716,0.1967,142.61,-2.6773,2.2723,5,0.1842,-2.8021,0,Fish School,1
10.571,0.4269,181.27,91.3113,0.0142,1,0.0677,0.1677,1,Rock/Reef,0
5.44,0.5114,93.52,-1.6727,1.4452,3,0.0799,1.668,3,Diver,1
4.7483,0.4852,81.62,-61.242,1.3134,2,0.0797,-1.54,5,Marine Mammal,1
5.4413,0.5028,93.64,48.7181,0.0168,4,0.2326,-0.0489,4,Debris,0
5.0811,0.2671,87.01,-22.3491,1.5712,7,0.0875,-1.864,0,Fish School,1
11.4801,0.4617,197.09,37.9281,1.9821,1,0.0831,2.86,2,Submarine,1
2.8984,0.3093,49.63,-66.4002,2.0277,7,0.1474,-2.3995,0,Fish School,1
2.2791,0.5578,39.36,2.4042,0.5234,3,0.1147,-0.4203,3,Diver,1
6.1781,0.2744,106.41,37.0873,0.007,6,0.1212,0.0644,4,Debris,0
3.323,0.6863,56.86,-77.0759,0.0033,1,0.0403,-0.0644,1,Rock/Reef,0
5.3298,0.2352,92.25,43.4748,1.174,7,0.1165,-1.7231,0,Fish School,1
4.8696,0.733,83.45,-5.9361,0.0239,1,0.0471,-0.0297,1,Rock/Reef,0
7.1885,0.3554,123.76,36.8284,1.6334,6,0.1447,-1.8652,0,Fish School,1
3.3856,0.8051,58.04,-36.4057,3.2141,1,0.0334,3.5516,2,Submarine,1
8.6723,0.1639,148.24,98.2729,0.8418,3,0.2648,-1.1234,4,Debris,1
5.2935,0.5939,91.13,-73.9098,4.8296,3,0.05,5.9778,5,Marine Mammal,1
4.1268,0.4672,70.54,-41.145,2.3312,3,0.0488,-3.0476,5,Marine Mammal,1
6.1585,0.2836,105.52,-14.4926,0.0168,7,0.1337,0.0413,4,Debris,0
6.0487,0.7157,103.31,52.4761,0.0003,1,0.0651,0.0648,2,Submarine,0
10.8076,0.4962,185.77,17.5375,6.1239,1,0.0871,-7.5545,2,Submarine,1
6.9934,0.5998,120.13,60.4687,0.026,1,0.0283,0.1227,1,Rock/Reef,0
5.4554,0.7321,92.75,-52.8972,0.0132,1,0.0302,0.0479,1,Rock/Reef,0
7.4332,0.6238,128.28,75.4429,0.0263,1,0.0356,0.0855,1,Rock/Reef,0
11.2219,0.4965,191.81,76.9666,6.0494,1,0.0274,7.4403,2,Submarine,1
4.7286,0.6692,81.57,-93.5625,0.0127,1,0.0338,-0.0022,1,Rock/Reef,0
3.5548,0.7389,61.17,-93.9781,0.0055,1,0.0461,0.0042,2,Submarine,0
10.1734,0.5644,173.6,-16.596,0.0088,1,0.0264,-0.0672,1,Rock/Reef,0
3.7863,0.6681,64.39,4.7884,0.0271,1,0.0561,-0.0311,1,Rock/Reef,0
6.0127,0.4501,102.96,70.9265,0.261,4,0.0986,-0.4961,3,Diver,1
4.3422,0.2534,74.94,0.8461,2.7709,4,0.1018,3.229,0,Fish School,1
5.5427,0.4615,95.07,25.8192,3.2961,2,0.0868,4.0807,5,Marine Mammal,1
7.8798,0.3439,135.25,44.9169,0.0346,2,0.089,0.1375,5,Marine Mammal,0
3.7438,0.4151,64.48,-75.3844,0.7648,6,0.2874,0.5186,4,Debris,1
9.2929,0.6108,159.07,62.9354,2.0985,1,0.0399,-2.5722,2,Submarine,1
2.8957,0.6629,49.29,21.1331,1.1651,2,0.0875,-1.1633,3,Diver,1
7.3937,0.3565,126.86,-15.8165,3.0227,4,0.1641,-3.8636,0,Fish School,1
6.7419,0.3633,115.66,58.6799,0.0455,3,0.1705,0.0349,3,Diver,0
2.6338,0.5104,45.51,-45.3754,0.3058,4,0.222,0.221,4,Debris,1
4.6278,0.3997,79.28,-20.9893,1.3494,3,0.1393,-1.5266,3,Diver,1
5.4224,0.7312,92.66,-18.1175,0.0282,1,0.0731,-0.0849,2,Submarine,0
5.3196,0.7259,91.19,-1.9735,5.306,1,0.0888,6.4514,2,Submarine,1
8.1203,0.3449,139.29,55.6108,2.7354,6,0.0916,-3.3498,0,Fish School,1
1.9195,0.3181,33.0,-86.7177,2.8006,4,0.1906,-3.298,0,Fish School,1
5.6111,0.3653,96.17,-22.298,0.5937,2,0.1455,-0.9224,3,Diver,1
3.0495,0.5351,53.01,-66.54,0.041,2,0.1327,-0.0393,3,Diver,0
6.6741,0.39,115.0,47.2383,5.1978,2,0.1049,6.3388,5,Marine Mammal,1
8.3585,0.2763,142.87,39.7147,0.0006,6,0.2683,-0.0996,4,Debris,0
7.3744,0.4168,125.8,42.786,0.0615,4,0.1111,0.0528,3,Diver,0
4.0399,0.5085,69.15,7.9647,1.6855,3,0.1784,2.0338,3,Diver,1
5.0811,0.1681,86.9,33.8457,1.6879,4,0.0841,2.1412,0,Fish School,1
5.8858,0.4319,100.2,-54.1144,3.901,2,0.0897,5.0279,5,Marine Mammal,1
5.0805,0.2282,86.86,54.0303,1.3982,3,0.1547,1.6656,0,Fish School,1
10.9952,0.5597,188.75,96.1261,6.7843,1,0.0603,7.6851,2,Submarine,1
9.9272,0.5147,170.45,113.0352,0.0095,1,0.0305,-0.098,1,Rock/Reef,0
5.4519,0.63,93.48,-82.0149,0.0321,1,0.0575,0.1646,1,Rock/Reef,0
4.8463,0.5952,82.81,28.9972,0.0421,1,0.0432,-0.1055,1,Rock/Reef,0
2.4304,0.4735,41.45,21.8606,1.6334,3,0.1589,1.7098,3,Diver,1
3.1099,0.9105,53.19,-88.9362,4.6752,1,0.0577,-5.8918,2,Submarine,1
7.6571,0.4457,130.94,-40.931,0.0071,1,0.0227,-0.0681,1,Rock/Reef,0
7.5192,0.396,129.0,0.3729,0.0174,7,0.0879,-0.1836,0,Fish School,0
5.4781,0.7024,93.99,-88.4746,0.0068,1,0.0589,-0.0426,1,Rock/Reef,0
7.5988,0.4932,130.81,-33.9953,5.309,2,0.1207,6.0839,5,Marine Mammal,1
6.0301,0.5794,103.47,8.9154,1.3932,3,0.1588,-1.7698,3,Diver,1
10.4043,0.4755,177.68,37.9916,0.0257,1,0.0319,-0.1185,1,Rock/Reef,0
2.3612,0.4443,39.55,-70.5861,1.7062,4,0.0958,2.1199,0,Fish School,1
11.5667,0.5206,198.71,141.4451,0.0121,1,0.0377,0.0235,1,Rock/Reef,0
7.7246,0.3411,132.87,12.6682,0.0284,3,0.1603,0.1476,0,Fish School,0
8.7003,0.1329,148.9,126.205,0.0325,7,0.1518,0.056,4,Debris,0
3.2255,0.3618,55.72,0.6082,0.0503,4,0.1382,-0.1124,3,Diver,0
5.5959,0.7359,95.76,-47.99,0.1005,1,0.0428,-0.1135,2,Submarine,0
7.6245,0.4538,129.9,28.1984,3.5171,3,0.1036,4.3016,5,Marine Mammal,1
7.2999,0.6765,125.33,-19.349,4.3102,1,0.0384,5.2278,2,Submarine,1
10.9785,0.5205,187.74,-11.481,0.0068,1,0.0408,-0.1502,1,Rock/Reef,0
8.5565,0.4278,146.25,21.1943,3.9738,2,0.1128,4.8693,5,Marine Mammal,1
5.497,0.4155,94.71,5.9048,1.3874,4,0.1707,1.4374,3,Diver,1
6.0409,0.7505,103.5,-85.2691,3.5469,1,0.0568,-4.1857,2,Submarine,1
